original name,title,primary_name,rest_of_name,suffix,fuller_form,numbers,dates,birth date,death date,auth link,source
"Sjahrir, Sutan, 1909-1966.",,Sjahrir,Sutan,,,,1909-1966,1909,1966,http://id.loc.gov/authorities/names/n82158402,lcnaf
"Borman, Nancy.",,Borman,Nancy,,,,,,,,lcnaf
"Hurley, George W., 1884-1943.",,Hurley,George W.,,,,1884-1943,1884,1943,,lcnaf
"Rosenberg, Ethel, 1915-1953.",,Rosenberg,Ethel,,,,1915-1953,1915,1953,http://id.loc.gov/authorities/names/n50048377,lcnaf
"Bridges, Styles, 1898-1961.",,Bridges,Styles,,,,1898-1961,1898,1961,http://id.loc.gov/authorities/names/n86034222,lcnaf
"Goodspeed, Edgar Johnson, 1871-1962.",,Goodspeed,Edgar Johnson,,,,1871-1962,1871,1962,http://id.loc.gov/authorities/names/n50037319,lcnaf
"Wittgenstein, Ludwig, 1889-1951.",,Wittgenstein,Ludwig,,,,1889-1951,1889,1951,http://id.loc.gov/authorities/names/n79032058,lcnaf
"Palmer, F. R., 1909-",,Palmer,F. R.,,,,b. 1909,1909,,,lcnaf
"Loud, Edward F.",,Loud,Edward F,,,,,,,,lcnaf
"Baldwin, Ralph Belknap, 1912-",,Baldwin,Ralph Belknap,,,,b. 1912,1912,,http://id.loc.gov/authorities/names/n79081889,lcnaf
"Seage, Henry Stark, d. 1899.",,Seage,Henry Stark,,,,d. 1899,,1899,,lcnaf
"Van Wylen, Gordon John.",,Van Wylen,Gordon John,,,,,,,,lcnaf
"Anderson, William K., 1896-1967.",,Anderson,William K.,,,,1896-1967,1896,1967,,lcnaf
"DeFoe, Murl Holcomb, 1879-",,DeFoe,Murl Holcomb,,,,b. 1879,1879,,,lcnaf
"Hill, Lister, 1894-1984",,Hill,Lister,,,,1894-1984,1894,1984,http://id.loc.gov/authorities/names/n85363721,lcnaf
"Bates, George Joseph, 1891-1949.",,Bates,George Joseph,,,,1891-1949,1891,1949,,lcnaf
"Goodspeed, Charles E. (Charles Eliot), 1867-1950.",,Goodspeed,Charles E.,,Charles Eliot,,1867-1950,1867,1950,http://id.loc.gov/authorities/names/n83016627,lcnaf
"Rothman, Ruth Kahn.",,Rothman,Ruth Kahn,,,,,,,,lcnaf
"Marquand, Allan, 1853-1924.",,Marquand,Allan,,,,1853-1924,1853,1924,http://id.loc.gov/authorities/names/n50041526,lcnaf
"Howard, William Alanson, 1813-1880.",,Howard,William Alanson,,,,1813-1880,1813,1880,http://id.loc.gov/authorities/names/nr93009208,lcnaf
"Peck, Fannie.",,Peck,Fannie,,,,,,,,lcnaf
"Hapgood, William Powers, 1872-1960.",,Hapgood,William Powers,,,,1872-1960,1872,1960,,lcnaf
"Gostick, Ron.",,Gostick,Ron,,,,,,,,lcnaf
"Mendelsohn, Erich, 1887-1953.",,Mendelsohn,Erich,,,,1887-1953,1887,1953,http://id.loc.gov/authorities/names/n83234735,lcnaf
"Hodgkin, Henry Theodore, 1877-1933.",,Hodgkin,Henry Theodore,,,,1877-1933,1877,1933,http://id.loc.gov/authorities/names/n80044964,lcnaf
"Nisbet, Stephen S., 1895-",,Nisbet,Stephen S.,,,,b. 1895,1895,,,lcnaf
"Baraga, Frederic, 1797-1868.",,Baraga,Frederic,,,,1797-1868,1797,1868,http://id.loc.gov/authorities/names/n82158356,lcnaf
"Sandler, Bernice Resnick.",,Sandler,Bernice Resnick,,,,,,,http://id.loc.gov/authorities/names/n80048340,lcnaf
"Davis, Chandler.",,Davis,Chandler,,,,,,,,lcnaf
"Bemis, Edward Webster, 1860-1930.",,Bemis,Edward Webster,,,,1860-1930,1860,1930,http://id.loc.gov/authorities/names/n50012168,lcnaf
"Moore, Barrington, 1913-2005",,Moore,Barrington,,,,1913-2005,1913,2005,http://id.loc.gov/authorities/names/n50004270,lcnaf
"Bryant, John Howard, 1807-1902.",,Bryant,John Howard,,,,1807-1902,1807,1902,http://id.loc.gov/authorities/names/no00025729,lcnaf
"Ward, Chester Charles.",,Ward,Chester Charles,,,,,,,http://id.loc.gov/authorities/names/n79102779,lcnaf
"Smith, Elbert V., 1864-",,Smith,Elbert V.,,,,b. 1864,1864,,,lcnaf
"Jastrow, Morris, 1861-1921.",,Jastrow,Morris,,,,1861-1921,1861,1921,http://id.loc.gov/authorities/names/n50037841,lcnaf
"Putnam, William Lowell, Mrs., 1862-1935.",Mrs.,Putnam,William Lowell,,,,1862-1935,1862,1935,http://id.loc.gov/authorities/names/nr92027441,lcnaf
"Hubbard, Bela, 1814-1896.",,Hubbard,Bela,,,,1814-1896,1814,1896,http://id.loc.gov/authorities/names/n83196231,lcnaf
"Blanchard, Isaac G.",,Blanchard,Isaac G,,,,,,,,lcnaf
"Leone, Lucile Petry, 1902-1999.",,Leone,Lucile Petry,,,,1902-1999,1902,1999,http://id.loc.gov/authorities/names/n78029710,lcnaf
"Bronte, Lydia, 1938-2003",,Bronte,Lydia,,,,1938-2003,1938,2003,http://id.loc.gov/authorities/names/n80040454,lcnaf
"Wynner, Edith.",,Wynner,Edith,,,,,,,http://id.loc.gov/authorities/names/n90702753,lcnaf
"Campbell, Douglas Houghton, 1859-1953.",,Campbell,Douglas Houghton,,,,1859-1953,1859,1953,http://id.loc.gov/authorities/names/n87136153,lcnaf
"Mowbray, Carol T.",,Mowbray,Carol T,,,,,,,http://id.loc.gov/authorities/names/n84073065,lcnaf
"Wirth, Conrad Louis, 1899-1993",,Wirth,Conrad Louis,,,,1899-1993,1899,1993,http://id.loc.gov/authorities/names/n80004224,lcnaf
"Eggert, Carl Edgar, 1868-1944",,Eggert,Carl Edgar,,,,1868-1944,1868,1944,http://id.loc.gov/authorities/names/n2013064058,lcnaf
"Cross, Arthur Lyon, 1873-1940.",,Cross,Arthur Lyon,,,,1873-1940,1873,1940,http://id.loc.gov/authorities/names/no2003069419,lcnaf
"Angell, James Rowland, 1869-1949.",,Angell,James Rowland,,,,1869-1949,1869,1949,http://id.loc.gov/authorities/names/no97001042,lcnaf
"Sparks, Frank Melville, 1877-1950.",,Sparks,Frank Melville,,,,1877-1950,1877,1950,,lcnaf
"Callahan, Mary, 1914-",,Callahan,Mary,,,,b. 1914,1914,,,lcnaf
"Cappaert, Lael.",,Cappaert,Lael,,,,,,,,lcnaf
"Díaz, Porfirio, 1830-1915.",,Díaz,Porfirio,,,,1830-1915,1830,1915,,lcnaf
"Mark, E. L. (Edward Laurens), b. 1847.",,Mark,E. L.,,Edward Laurens,,b. 1847,1847,,,lcnaf
"Millöcker, Carl, 1842-1899.",,Millöcker,Carl,,,,1842-1899,1842,1899,,lcnaf
"Kean, Robert Winthrop, 1893-",,Kean,Robert Winthrop,,,,b. 1893,1893,,,lcnaf
"Jacquez, John A. (John Alfred), 1922-",,Jacquez,John A.,,John Alfred,,b. 1922,1922,,http://id.loc.gov/authorities/names/n85028584,lcnaf
"Brecken, Clarence E., 1893-1983.",,Brecken,Clarence E.,,,,1893-1983,1893,1983,,lcnaf
"Bartlett, Hamilton H.",,Bartlett,Hamilton H,,,,,,,,lcnaf
"Van Vleck, J. H. (John Hasbrouck), 1899-1980",,Van Vleck,J. H.,,John Hasbrouck,,1899-1980,1899,1980,http://id.loc.gov/authorities/names/n85803680,lcnaf
"Kemp, Edward Gearing, 1887-1962.",,Kemp,Edward Gearing,,,,1887-1962,1887,1962,,lcnaf
"O'Neill, Eugene, 1888-1953.",,O'Neill,Eugene,,,,1888-1953,1888,1953,http://id.loc.gov/authorities/names/n79092602,lcnaf
"Wilson, Andrew F., 1918-",,Wilson,Andrew F.,,,,b. 1918,1918,,,lcnaf
"Lund, Don.",,Lund,Don,,,,,,,,lcnaf
"Whitman, Charles Rudolphus, b. 1847.",,Whitman,Charles Rudolphus,,,,b. 1847,1847,,,lcnaf
"Sawyer, Charles E., 1860-1924.",,Sawyer,Charles E.,,,,1860-1924,1860,1924,http://id.loc.gov/authorities/names/n2014031575,lcnaf
"Converse, Philip E., 1928-",,Converse,Philip E.,,,,b. 1928,1928,,,lcnaf
"Stockwell, Cyrus M. (Cyrus Moses), 1823-1899.",,Stockwell,Cyrus M.,,Cyrus Moses,,1823-1899,1823,1899,,lcnaf
"Hatfield, Patricia.",,Hatfield,Patricia,,,,,,,,lcnaf
"Hoad, William Christian, 1874-1962.",,Hoad,William Christian,,,,1874-1962,1874,1962,,lcnaf
"Marquardt, Walter W. (Walter William), 1878-",,Marquardt,Walter W.,,Walter William,,b. 1878,1878,,,lcnaf
"Sullivan, Arthur, Sir, 1842-1900.",Sir,Sullivan,Arthur,,,,1842-1900,1842,1900,http://id.loc.gov/authorities/names/n80019543,lcnaf
"Emery, James A. (James Augustan), 1876-1955.",,Emery,James A.,,James Augustan,,1876-1955,1876,1955,http://id.loc.gov/authorities/names/nr94002810,lcnaf
"Montagu, Ashley, 1905-1999.",,Montagu,Ashley,,,,1905-1999,1905,1999,http://id.loc.gov/authorities/names/n79090226,lcnaf
"Sweet, William Warren, 1881-1959.",,Sweet,William Warren,,,,1881-1959,1881,1959,http://id.loc.gov/authorities/names/n82091865,lcnaf
"Saarinen, Eero, 1910-1961.",,Saarinen,Eero,,,,1910-1961,1910,1961,http://id.loc.gov/authorities/names/n50016251,lcnaf
"Crandall, Norman.",,Crandall,Norman,,,,,,,,lcnaf
"Eschelbach, Al.",,Eschelbach,Al,,,,,,,,lcnaf
"Duff, Robert A.",,Duff,Robert A,,,,,,,,lcnaf
"Sweet, Ossian, 1895-1960.",,Sweet,Ossian,,,,1895-1960,1895,1960,http://id.loc.gov/authorities/names/n2003033602,lcnaf
"Baker, Howard Bigelow.",,Baker,Howard Bigelow,,,,,,,,lcnaf
"Hares, Susan.",,Hares,Susan,,,,,,,,lcnaf
"George, Maryanne.",,George,Maryanne,,,,,,,,lcnaf
"Martin, Edward, 1879-1967.",,Martin,Edward,,,,1879-1967,1879,1967,http://id.loc.gov/authorities/names/nr92038308,lcnaf
"Harriman, John, collector.",,Harriman,John,collector,,,,,,,lcnaf
"Barker, Ernest F. (Ernest Franklin), 1886-1970",,Barker,Ernest F.,,Ernest Franklin,,1886-1970,1886,1970,http://id.loc.gov/authorities/names/no2008190075,lcnaf
"Pearce, Myrtis Raab.",,Pearce,Myrtis Raab,,,,,,,,lcnaf
"McCollough, Lucille H.",,McCollough,Lucille H,,,,,,,,lcnaf
"Likert, Rensis, 1903-1981",,Likert,Rensis,,,,1903-1981,1903,1981,http://id.loc.gov/authorities/names/n50050159,lcnaf
"Sherzer, W. H. (William Hittell), 1860-1932.",,Sherzer,W. H.,,William Hittell,,1860-1932,1860,1932,http://id.loc.gov/authorities/names/no2002009556,lcnaf
"Allouez, Claude, 1622-1689.",,Allouez,Claude,,,,1622-1689,1622,1689,http://id.loc.gov/authorities/names/no2002044412,lcnaf
"Schmitz, Henry, 1892-1965.",,Schmitz,Henry,,,,1892-1965,1892,1965,http://id.loc.gov/authorities/names/n87837231,lcnaf
"Smith, Mark W.",,Smith,Mark W,,,,,,,,lcnaf
"Hill, Merrick.",,Hill,Merrick,,,,,,,,lcnaf
"Fey, Harold E. (Harold Edward), 1898-1990",,Fey,Harold E.,,Harold Edward,,1898-1990,1898,1990,http://id.loc.gov/authorities/names/n82028403,lcnaf
"Dávila, Carlos G., 1887-1955.",,Dávila,Carlos G.,,,,1887-1955,1887,1955,,lcnaf
"Schwab, Fred E.",,Schwab,Fred E,,,,,,,,lcnaf
"Hickok, Mildred.",,Hickok,Mildred,,,,,,,,lcnaf
"Bishop, William Warner, 1871-1955.",,Bishop,William Warner,,,,1871-1955,1871,1955,,lcnaf
"Chaney, Henry A.",,Chaney,Henry A,,,,,,,,lcnaf
"Chapin, Lucy E., 1834-1910.",,Chapin,Lucy E.,,,,1834-1910,1834,1910,,lcnaf
"Kendall, David Walbridge, 1903-1976.",,Kendall,David Walbridge,,,,1903-1976,1903,1976,http://id.loc.gov/authorities/names/no2003080285,lcnaf
"Perkins, Myra.",,Perkins,Myra,,,,,,,,lcnaf
"Wise, Stephen S. (Stephen Samuel), 1874-1949.",,Wise,Stephen S.,,Stephen Samuel,,1874-1949,1874,1949,http://id.loc.gov/authorities/names/n80051355,lcnaf
"Crittenden, Lisla Van Valkenburg.",,Crittenden,Lisla Van Valkenburg,,,,,,,,lcnaf
"Powderly, Terence Vincent, 1849-1924.",,Powderly,Terence Vincent,,,,1849-1924,1849,1924,http://id.loc.gov/authorities/names/n50020137,lcnaf
"Weaver, Robert C. (Robert Clifton), 1907-1997",,Weaver,Robert C.,,Robert Clifton,,1907-1997,1907,1997,http://id.loc.gov/authorities/names/n50023766,lcnaf
"Reynolds, Harrison G.",,Reynolds,Harrison G,,,,,,,,lcnaf
"Baldwin, William Henry, 1826-1909.",,Baldwin,William Henry,,,,1826-1909,1826,1909,,lcnaf
"Seaman, Ezra C. (Ezra Champion), 1805-1880.",,Seaman,Ezra C.,,Ezra Champion,,1805-1880,1805,1880,http://id.loc.gov/authorities/names/n88002972,lcnaf
"Luwdig, Martha.",,Luwdig,Martha,,,,,,,,lcnaf
"Eldridge, Robert P., d. 1884.",,Eldridge,Robert P.,,,,d. 1884,,1884,,lcnaf
"Scattergood, Margaret, 1894-",,Scattergood,Margaret,,,,b. 1894,1894,,,lcnaf
"Brown, John Seely.",,Brown,John Seely,,,,,,,http://id.loc.gov/authorities/names/no90000557,lcnaf
"Blacker, Robert R., b. 1845.",,Blacker,Robert R.,,,,b. 1845,1845,,,lcnaf
"Mack, John M.",,Mack,John M,,,,,,,,lcnaf
"Barnhizer, Daniel D.",,Barnhizer,Daniel D,,,,,,,http://id.loc.gov/authorities/names/no2008009563,lcnaf
"Hodkinson, Sydney.",,Hodkinson,Sydney,,,,,,,http://id.loc.gov/authorities/names/n80149470,lcnaf
"Smith, John Walter, 1845-1925.",,Smith,John Walter,,,,1845-1925,1845,1925,http://id.loc.gov/authorities/names/n96027022,lcnaf
"Stasheff, Edward, 1909-",,Stasheff,Edward,,,,b. 1909,1909,,,lcnaf
"Strong, Josiah, 1847-1916.",,Strong,Josiah,,,,1847-1916,1847,1916,http://id.loc.gov/authorities/names/n86812593,lcnaf
"Thompson, Hunter S.",,Thompson,Hunter S,,,,,,,http://id.loc.gov/authorities/names/n50008356,lcnaf
"Zelenko, A. V.",,Zelenko,A. V,,,,,,,http://id.loc.gov/authorities/names/no2001087094,lcnaf
"Trevor, John B. (John Bond), 1878-1956",,Trevor,John B.,,John Bond,,1878-1956,1878,1956,http://id.loc.gov/authorities/names/no2008053389,lcnaf
"Drinan, Rhonda.",,Drinan,Rhonda,,,,,,,,lcnaf
"Redstone, Louis G.",,Redstone,Louis G,,,,,,,http://id.loc.gov/authorities/names/n79108363,lcnaf
"Hughes, Thomas Welburn, 1858-1907.",,Hughes,Thomas Welburn,,,,1858-1907,1858,1907,,lcnaf
"Cudlip, William Byrnes, 1904-",,Cudlip,William Byrnes,,,,b. 1904,1904,,,lcnaf
"Gade, Niels W. (Niels Wilhelm), 1817-1890.",,Gade,Niels W.,,Niels Wilhelm,,1817-1890,1817,1890,http://id.loc.gov/authorities/names/n81004075,lcnaf
"Poinier, Arthur Best.",,Poinier,Arthur Best,,,,,,,,lcnaf
"Wilse, Jack, 1906-",,Wilse,Jack,,,,b. 1906,1906,,,lcnaf
"Mathews, Harriet Francis, d. 1866.",,Mathews,Harriet Francis,,,,d. 1866,,1866,,lcnaf
"Whittemore, James Olin, 1828-1889.",,Whittemore,James Olin,,,,1828-1889,1828,1889,,lcnaf
"Elkins, Stephen B. (Stephen Benton), 1841-1911.",,Elkins,Stephen B.,,Stephen Benton,,1841-1911,1841,1911,http://id.loc.gov/authorities/names/n95110554,lcnaf
"Webber, William Lewis, 1825-1901.",,Webber,William Lewis,,,,1825-1901,1825,1901,,lcnaf
"Gjelsness, Rudolph H. (Rudolph Hjalmar), 1894-1968.",,Gjelsness,Rudolph H.,,Rudolph Hjalmar,,1894-1968,1894,1968,http://id.loc.gov/authorities/names/nr00036451,lcnaf
"Crafts, Wilbur F. (Wilbur Fisk). 1850-1922.",,Crafts,Wilbur F..,,Wilbur Fisk,,1850-1922,1850,1922,http://id.loc.gov/authorities/names/n85268431,lcnaf
"De Valera, Eamonn, 1882-1975.",,De Valera,Eamonn,,,,1882-1975,1882,1975,http://id.loc.gov/authorities/names/n80082592,lcnaf
"Sinclair, William.",,Sinclair,William,,,,,,,,lcnaf
"Pinchot, Gifford, 1865-1946.",,Pinchot,Gifford,,,,1865-1946,1865,1946,http://id.loc.gov/authorities/names/n78097059,lcnaf
"Snow, C. P. (Charles Percy), 1911-",,Snow,C. P.,,Charles Percy,,b. 1911,1911,,,lcnaf
"Heifetz, Jascha, 1901-1987",,Heifetz,Jascha,,,,1901-1987,1901,1987,http://id.loc.gov/authorities/names/n82025113,lcnaf
"Fuller, Barbara, 1925-",,Fuller,Barbara,,,,b. 1925,1925,,http://id.loc.gov/authorities/names/no2008144526,lcnaf
"Cope, Helen Gibson, collector",,Cope,Helen Gibson,collector,,,,,,,lcnaf
"Dice, Lee Raymond, 1887-1977.",,Dice,Lee Raymond,,,,1887-1977,1887,1977,http://id.loc.gov/authorities/names/no2015027529,lcnaf
"Page, Larry, 1973-",,Page,Larry,,,,b. 1973,1973,,http://id.loc.gov/authorities/names/n2005086596,lcnaf
"Just, Theodor Karl, 1904-1960.",,Just,Theodor Karl,,,,1904-1960,1904,1960,http://id.loc.gov/authorities/names/no2010204545,lcnaf
"Sedgwick, W. T. (William Thompson), 1855-1921.",,Sedgwick,W. T.,,William Thompson,,1855-1921,1855,1921,http://id.loc.gov/authorities/names/n85801937,lcnaf
"Mead, Edwin Doak, 1849-1937.",,Mead,Edwin Doak,,,,1849-1937,1849,1937,,lcnaf
"Hayes, E. A. (Everis Anson), 1855-1942.",,Hayes,E. A.,,Everis Anson,,1855-1942,1855,1942,http://id.loc.gov/authorities/names/n86869621,lcnaf
"Innes, William Powers, 1826-1893.",,Innes,William Powers,,,,1826-1893,1826,1893,,lcnaf
"Davis, William Franklin.",,Davis,William Franklin,,,,,,,,lcnaf
"Muehlig, Bertha E.",,Muehlig,Bertha E,,,,,,,,lcnaf
"Lilly, Albert John.",,Lilly,Albert John,,,,,,,,lcnaf
"McCarthy, Thomas J.",,McCarthy,Thomas J,,,,,,,,lcnaf
"Wright, Susan, 1939-",,Wright,Susan,,,,b. 1939,1939,,http://id.loc.gov/authorities/names/n88154682,lcnaf
"Grimshaw, Gary.",,Grimshaw,Gary,,,,,,,http://id.loc.gov/authorities/names/no2012013862,lcnaf
"Sunday, Billy, 1862-1935.",,Sunday,Billy,,,,1862-1935,1862,1935,http://id.loc.gov/authorities/names/n84088248,lcnaf
"Hassel, Odd, 1897-1981",,Hassel,Odd,,,,1897-1981,1897,1981,http://id.loc.gov/authorities/names/nb2007009324,lcnaf
"Bryan, William Jennings, 1860-1925.",,Bryan,William Jennings,,,,1860-1925,1860,1925,,lcnaf
"Lemmer, Elizabeth, collector.",,Lemmer,Elizabeth,collector,,,,,,,lcnaf
"Christensen, John Cornelius, 1874-1952.",,Christensen,John Cornelius,,,,1874-1952,1874,1952,,lcnaf
"Frey, Charles F., 1929-",,Frey,Charles F.,,,,b. 1929,1929,,http://id.loc.gov/authorities/names/n88660763,lcnaf
"Gage-Colby, Ruth.",,Gage-Colby,Ruth,,,,,,,http://id.loc.gov/authorities/names/n90699983,lcnaf
"Hall, Catherine Mullett, b. 1817.",,Hall,Catherine Mullett,,,,b. 1817,1817,,,lcnaf
"Small, Irwin A.",,Small,Irwin A,,,,,,,,lcnaf
"Quillico, Walter H., 1916-",,Quillico,Walter H.,,,,b. 1916,1916,,,lcnaf
"Griffin, James Bennett, 1905-1997",,Griffin,James Bennett,,,,1905-1997,1905,1997,,lcnaf
"Hall, Gwendolyn Midlo, 1929-",,Hall,Gwendolyn Midlo,,,,b. 1929,1929,,,lcnaf
"Stephens, E. W.",,Stephens,E. W,,,,,,,,lcnaf
"Croswell, Charles Miller, 1825-1886.",,Croswell,Charles Miller,,,,1825-1886,1825,1886,,lcnaf
"Slayton, William Iambert, 1844-1863.",,Slayton,William Iambert,,,,1844-1863,1844,1863,,lcnaf
"Wier, E. G.",,Wier,E. G,,,,,,,,lcnaf
"Radford, Edwin P.",,Radford,Edwin P,,,,,,,,lcnaf
"Case, Clifford P. (Clifford Philip), 1904-1982.",,Case,Clifford P.,,Clifford Philip,,1904-1982,1904,1982,http://id.loc.gov/authorities/names/n85160957,lcnaf
"Van Tyne, Isabel.",,Van Tyne,Isabel,,,,,,,,lcnaf
"Dodson, Helen Walter, 1905-",,Dodson,Helen Walter,,,,b. 1905,1905,,http://id.loc.gov/authorities/names/n82118576,lcnaf
"Ewald, Henry Theodore, 1885-1953.",,Ewald,Henry Theodore,,,,1885-1953,1885,1953,,lcnaf
"Mack, Stephen, 1762-1826.",,Mack,Stephen,,,,1762-1826,1762,1826,,lcnaf
"Haber, Barbara.",,Haber,Barbara,,,,,,,http://id.loc.gov/authorities/names/n78030864,lcnaf
"Barnes, J. Milton, 1894-",,Barnes,J. Milton,,,,b. 1894,1894,,,lcnaf
"Means, David MacGregor, 1847-1931.",,Means,David MacGregor,,,,1847-1931,1847,1931,http://id.loc.gov/authorities/names/no2002033383,lcnaf
"Grigg, Elizabeth S.",,Grigg,Elizabeth S,,,,,,,,lcnaf
"Greenman, Emerson Frank, 1895-1973.",,Greenman,Emerson Frank,,,,1895-1973,1895,1973,,lcnaf
"Lovejoy, P. S., 1884-1942.",,Lovejoy,P. S.,,,,1884-1942,1884,1942,,lcnaf
"Hardman, J. B. S. (Jacob Benjamin Salutsky), 1882-1968.",,Hardman,J. B. S.,,Jacob Benjamin Salutsky,,1882-1968,1882,1968,http://id.loc.gov/authorities/names/n50020605,lcnaf
"Efromoff, G.",,Efromoff,G,,,,,,,,lcnaf
"Cannon, James, 1864-1944.",,Cannon,James,,,,1864-1944,1864,1944,http://id.loc.gov/authorities/names/n88205795,lcnaf
"Rauschenbusch, Walter, 1861-1918.",,Rauschenbusch,Walter,,,,1861-1918,1861,1918,http://id.loc.gov/authorities/names/n50054020,lcnaf
"Crane, Salmon, 1812-1888.",,Crane,Salmon,,,,1812-1888,1812,1888,,lcnaf
"Slosson, Edwin Emery, 1865-1929.",,Slosson,Edwin Emery,,,,1865-1929,1865,1929,http://id.loc.gov/authorities/names/n50012580,lcnaf
"Potofsky, Jacob S. (Jacob Samuel), 1894-1979",,Potofsky,Jacob S.,,Jacob Samuel,,1894-1979,1894,1979,http://id.loc.gov/authorities/names/nr99022865,lcnaf
"Morrissey, Lewis A.",,Morrissey,Lewis A,,,,,,,,lcnaf
"Maazel, Lorin, 1930-2014",,Maazel,Lorin,,,,1930-2014,1930,2014,http://id.loc.gov/authorities/names/n81043282,lcnaf
"Robbins, Frank Egleston, 1884-",,Robbins,Frank Egleston,,,,b. 1884,1884,,http://id.loc.gov/authorities/names/n84805970,lcnaf
"Chipman, Dorothy, 1896-",,Chipman,Dorothy,,,,b. 1896,1896,,,lcnaf
"Knowles, Margaret Keal, collector.",,Knowles,Margaret Keal,collector,,,,,,,lcnaf
"Monteith, Alexander.",,Monteith,Alexander,,,,,,,,lcnaf
"Glick, Brian.",,Glick,Brian,,,,,,,http://id.loc.gov/authorities/names/n88004420,lcnaf
"Fromm, Erich, 1900-1980.",,Fromm,Erich,,,,1900-1980,1900,1980,http://id.loc.gov/authorities/names/n80010148,lcnaf
"Harris, Virginia.",,Harris,Virginia,,,,,,,,lcnaf
"Yaeger, Charles E., 1904-",,Yaeger,Charles E.,,,,b. 1904,1904,,,lcnaf
"Jones, Frank B., 1905-",,Jones,Frank B.,,,,b. 1905,1905,,,lcnaf
"Wilson, Linda.",,Wilson,Linda,,,,,,,,lcnaf
"De Koven, Reginald, 1859-1920.",,De Koven,Reginald,,,,1859-1920,1859,1920,http://id.loc.gov/authorities/names/n88643905,lcnaf
"Rogers, J. Speed (James Speed), 1892-1955",,Rogers,J. Speed,,James Speed,,1892-1955,1892,1955,http://id.loc.gov/authorities/names/no00039450,lcnaf
"Orlebeke, Charles J.",,Orlebeke,Charles J,,,,,,,http://id.loc.gov/authorities/names/n83159503,lcnaf
"Corcoran, Thomas Gardiner, 1900-",,Corcoran,Thomas Gardiner,,,,b. 1900,1900,,,lcnaf
"Zinn, Karl L.",,Zinn,Karl L,,,,,,,,lcnaf
"Loveman, Amy.",,Loveman,Amy,,,,,,,http://id.loc.gov/authorities/names/n86022210,lcnaf
"Thurber, Henry Thomas, 1853-1904.",,Thurber,Henry Thomas,,,,1853-1904,1853,1904,,lcnaf
"Bonk, Wallace John, 1923-",,Bonk,Wallace John,,,,b. 1923,1923,,,lcnaf
"Schwab, Fred E., 1918-2009.",,Schwab,Fred E.,,,,1918-2009,1918,2009,,lcnaf
"Graves, Robert.",,Graves,Robert,,,,,,,,lcnaf
"McAdoo, Eleanor Wilson, 1889-1967.",,McAdoo,Eleanor Wilson,,,,1889-1967,1889,1967,http://id.loc.gov/authorities/names/n84078099,lcnaf
"Lovett, William Pierce, 1872-",,Lovett,William Pierce,,,,b. 1872,1872,,,lcnaf
"Fellin, Phillip.",,Fellin,Phillip,,,,,,,http://id.loc.gov/authorities/names/n50001112,lcnaf
"De Vries, Walter.",,De Vries,Walter,,,,,,,http://id.loc.gov/authorities/names/n50036797,lcnaf
"Weller, Charles Frederick, 1870-1957.",,Weller,Charles Frederick,,,,1870-1957,1870,1957,,lcnaf
"Gerard, R. W. (Ralph Waldo), 1900-1974",,Gerard,R. W.,,Ralph Waldo,,1900-1974,1900,1974,http://id.loc.gov/authorities/names/n85807941,lcnaf
"Stebbins, Joel, 1878-1966",,Stebbins,Joel,,,,1878-1966,1878,1966,http://id.loc.gov/authorities/names/no2009004897,lcnaf
"Pattengill, Victor Romaine, 1887-1943.",,Pattengill,Victor Romaine,,,,1887-1943,1887,1943,,lcnaf
"BenDor, Jan.",,BenDor,Jan,,,,,,,,lcnaf
"Dahlberg, Edwin T. (Edwin Theodore), 1892-1986.",,Dahlberg,Edwin T.,,Edwin Theodore,,1892-1986,1892,1986,http://id.loc.gov/authorities/names/n86114768,lcnaf
"Holman, Charles F.",,Holman,Charles F,,,,,,,,lcnaf
"Springer, Durand William, 1866-1943.",,Springer,Durand William,,,,1866-1943,1866,1943,,lcnaf
"Toohy, Helen Safford, 1899-1997.",,Toohy,Helen Safford,,,,1899-1997,1899,1997,,lcnaf
"Shier, Louise Adele, 1906-",,Shier,Louise Adele,,,,b. 1906,1906,,http://id.loc.gov/authorities/names/no2003056497,lcnaf
"Gardner, Washington, 1845-1928.",,Gardner,Washington,,,,1845-1928,1845,1928,http://id.loc.gov/authorities/names/n2006006435,lcnaf
"Andrews, Edmund, 1824-1904.",,Andrews,Edmund,,,,1824-1904,1824,1904,http://id.loc.gov/authorities/names/n2006021878,lcnaf
"Guthrie, James W. (James Welch), 1827-1911.",,Guthrie,James W.,,James Welch,,1827-1911,1827,1911,,lcnaf
"Conroy, Catherine.",,Conroy,Catherine,,,,,,,,lcnaf
"O'Brien, Lawrence Francis.",,O'Brien,Lawrence Francis,,,,,,,,lcnaf
"Bobbio, Joseph.",,Bobbio,Joseph,,,,,,,,lcnaf
"Owens, John",,Owens,John,,,,,,,,lcnaf
"Armstrong, Louis, 1900-1971.",,Armstrong,Louis,,,,1900-1971,1900,1971,,lcnaf
"Wing, Austin Eli, 1792-1849.",,Wing,Austin Eli,,,,1792-1849,1792,1849,http://id.loc.gov/authorities/names/nr2002002001,lcnaf
"Sikkema, Henry.",,Sikkema,Henry,,,,,,,,lcnaf
"Prescott, R. F.",,Prescott,R. F,,,,,,,,lcnaf
"Sundwall, Mary.",,Sundwall,Mary,,,,,,,,lcnaf
